TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,JX537891.1.1248,99.2
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,JQ196378.1.1313,98.8
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,JQ196332.1.1306,99.2
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,JN207233.1.1300,98.8
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,JN207215.1.1452,98.8
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,JF830136.1.1455,98.8
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,JF272085.1.1453,98.8
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,HM057781.1.1477,99.6
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,HM057751.1.1456,98.8
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,HM057644.1.1457,98.8
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,GU323224.72361.73839,99.2
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,GU305848.1.1448,98.8
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,GQ340282.1.1346,98.8
16S,ESV_155344,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,,,,AJ536459.1.1455,98.8
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KX937207.1.1445,96.8
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KX937203.1.1445,96.8
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KX937201.1.1459,96.8
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KX937174.1.1446,96.8
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KX937142.1.1446,96.4
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,HQ671796.1.1476,96.8
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,HQ242477.1.1339,97.2
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,GU061741.1.1447,96.4
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,FUFK010776986.30.1476,96.8
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172820.1.1440,96.4
16S,ESV_155330,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AF001479.1.1276,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KX934804.1.1341,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KT880373.1.1445,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,KP638961.1.1446,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799284.1.1451,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799282.1.1451,96.5
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799278.1.1451,96.8
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,JQ515616.1.1451,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,GU119438.1.1393,96.5
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,GU119364.1.1407,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,GU061741.1.1447,96.8
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,GU061647.1.1446,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,GU061461.1.1446,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,GU061400.1.1447,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,FUFK010776986.30.1476,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172835.1.1226,97.2
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172820.1.1440,96.8
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172803.1.1438,96.4
16S,ESV_155326,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AF001479.1.1276,96.8
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KX937195.1.1448,99.2
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,KX937013.1.1445,98.8
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KT880373.1.1445,98.8
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,JQ421033.1.1371,99.2
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,JN874369.1.1430,99.2
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,GU061647.1.1446,98.8
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,GQ250621.1.1448,98.8
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,FUFK010776986.30.1476,99.6
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,marinus,CP000552.332422.333886,98.8
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,CERD01009403.296.1760,98.8
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172804.1.1439,98.8
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,marinus,AF311218.1.1437,98.8
16S,ESV_155285,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AACY023938192.7.1470,98.8
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,KP638961.1.1446,99.2
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799300.1.1447,99.2
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799294.1.1448,99.2
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799285.1.1449,98.8
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799284.1.1451,99.6
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799283.1.1451,99.2
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799282.1.1451,99.2
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799278.1.1451,99.6
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,JX527516.1.1386,98.8
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,HQ242172.1.1448,99.2
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,GU061741.1.1447,98.8
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,GU061475.1.1446,99.2
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,GU061461.1.1446,99.2
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,FM995187.1.1463,98.8
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172835.1.1226,99.2
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172820.1.1440,98.8
16S,ESV_155272,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AF001479.1.1276,98.8
16S,ESV_155266,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KX937195.1.1448,100
16S,ESV_155265,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KF799278.1.1451,100
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,LVHK01000009.617.2097,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,KX937209.1.1447,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,KX937208.1.1445,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KX937195.1.1448,99.6
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,KX937040.1.1445,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,KX937015.1.1447,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,KX937013.1.1445,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KT880373.1.1445,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,JQ421033.1.1371,99.2
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,JN874369.1.1430,99.2
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,GU061647.1.1446,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,GQ250621.1.1448,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,FUFK010776986.30.1476,99.6
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,marinus,CP000554.243682.245082,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,CERD01009403.296.1760,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172804.1.1439,98.8
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,marinus,AF311218.1.1437,99.2
16S,ESV_155262,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AACY023938192.7.1470,98.8
16S,ESV_155258,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,,JQ197267.1.1354,100
16S,ESV_155258,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,,DQ396110.1.1522,100
16S,ESV_155255,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,HQ242477.1.1339,100
16S,ESV_108000,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172835.1.1226,100
16S,ESV_089435,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,,FN822140.1.1367,100
16S,ESV_089435,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,,FN822135.1.1352,100
16S,ESV_089419,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,KX937013.1.1445,100
16S,ESV_089419,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172804.1.1439,100
16S,ESV_071893,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,KT880373.1.1445,100
16S,ESV_071893,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,GU061647.1.1446,100
16S,ESV_011193,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,,FJ873319.1.1382,100
16S,ESV_011193,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,,FJ624362.34.1619,100
16S,ESV_010768,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Prochlorococcus MIT9313,,GU061741.1.1447,100
16S,ESV_010768,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AY172820.1.1440,100
16S,ESV_010768,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Synechococcus CC9902,,AF001479.1.1276,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,nematodiphila,MF445120.1.1210,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,marcescens,M59160.1.1543,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,marcescens,KY952726.1.1342,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,KY034373.1.1357,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,,KX817240.1.1433,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,toletana,KR812393.1.1450,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shimwellia,,JX457264.1.1502,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,JN195808.1.1453,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,JN173078.1.1468,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,marcescens,HG738868.4718017.4719541,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,FM179752.1.1686,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,,EU143810.1.1408,100
16S,ESV_000020,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,marcescens,AB680121.1.1467,100
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,agarivorans,KX618643.1.1510,98.8
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,mytili,KX450475.1.1463,99.2
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,meonggei,KF193862.1.1496,98.8
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,KC899225.1.1333,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,KC012823.1.1418,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ225426.1.1504,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ225421.1.1507,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ225416.1.1502,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ225363.1.1505,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ225263.1.1504,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ225254.1.1505,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ225244.1.1503,99.2
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ225176.1.1503,98.8
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ203908.1.1503,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ203893.1.1503,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,GU166129.1.1502,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,EU330346.1.1507,98.8
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,aestuarii,DQ055844.1.1496,98.4
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,polaris,DQ007434.1.1501,98.8
16S,ESV_156362,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,AF505723.1.1496,98.4
16S,ESV_155571,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,mytili,KX450475.1.1463,100
16S,ESV_155571,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Colwelliaceae,Colwellia,,HQ225244.1.1503,100
16S,ESV_155338,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,,EU888000.1.1368,92.1
16S,ESV_155322,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,uncultured,,KX172198.1.1470,100
16S,ESV_155318,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter,,MF872570.1.1348,100
16S,ESV_155318,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter,arcticus,KP197665.1.1436,100
16S,ESV_155318,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinosulfonomonas,methylotropha,AY771769.1.1429,100
16S,ESV_155256,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,leonis,HE661585.1.1355,100
16S,ESV_155256,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,,AY007679.1.1426,100
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,epiphytica,LN999519.1.1478,98.8
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,,LN881329.1.1436,99.2
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,,KC753342.1.1401,98.8
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,ushuaiensis,KC565667.1.1503,98.8
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,pollencensis,KC534180.1.1380,98.8
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,,FR821178.1.1482,98.8
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,,FR744823.1.1359,98.8
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,,FJ015032.1.1290,99.6
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,aquiplantarum,EU188447.1.1393,99.6
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,posidonica,EU188445.1.1399,99.6
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,foliarum,EU188444.1.1415,98.8
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,alcarazii,EU188442.1.1336,98.8
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,dokdonensis,DQ011526.1.1495,98.8
16S,ESV_155251,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,pontica,AY539835.1.1535,98.8
16S,ESV_155245,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,,FJ015032.1.1290,100
16S,ESV_155245,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,aquiplantarum,EU188447.1.1393,100
16S,ESV_155245,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,posidonica,EU188445.1.1399,100
16S,ESV_093652,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,,KX934198.1.1390,99.2
16S,ESV_093652,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,,KX213878.1.1378,98.8
16S,ESV_093652,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,,KT952769.1.1495,98.8
16S,ESV_093652,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rubripirellula,,KT880421.1.1493,98.8
