TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
18Sv9_89,ESV_025429,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Thalassiosira,Thalassiosira_aestivalis,DQ093369.1.1806,98.5
18Sv9_89,ESV_025429,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Thalassiosira,Thalassiosira_hendeyi,AM050629.1.1803,98.5
18Sv9_89,ESV_025429,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Mediophyceae,Thalassiosira_anguste-lineata,AJ810854.1.1810,99.2
18Sv9_89,ESV_025429,Eukaryota,Diatomea,Mediophyceae,Mediophyceae,Mediophyceae,Thalassiosira,Thalassiosira_pseudonana,AJ535169.1.1793,98.5
18Sv9_89,ESV_021106,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales,Duboscquella,,KJ761228.1.1784,85.7
18Sv9_89,ESV_021106,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales,Duboscquella,,JN934985.1.1747,86.4
18Sv9_89,ESV_019024,Eukaryota,Dinoflagellata,Dinophyceae,Gonyaulacales,Gonyaulacales,Lingulodinium,Lingulodinium_polyedrum,GABP01000002.324.2111,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Sessilia,Sessilia,Sessilia,Amphibalanus_cirratus,KM217472.1.1822,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Thecostraca,Thecostraca,Thecostraca,Eochionelasmus_ohtai,KM217437.1.1819,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Pedunculata,Pedunculata,Pedunculata,Pollicipes_pollicipes,EU370427.1.1851,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Pedunculata,Pedunculata,Pedunculata,Trianguloscalpellum_regium,EU082389.1.1823,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Pedunculata,Pedunculata,Pedunculata,Scalpellum_scalpellum,EU082388.1.1823,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Pedunculata,Pedunculata,Pedunculata,Calantica_spinosa,EU082384.1.1820,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Thecostraca,Thecostraca,Thecostraca,Lithotrya_valentiana,EU082382.1.1819,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Pedunculata,Pedunculata,Pedunculata,Capitulum_mitella,AY520652.1.1802,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Pedunculata,Pedunculata,Pedunculata,Smilium_scorpio,AB751197.1.1831,100
18Sv9_89,ESV_009956,Eukaryota,Arthropoda,Maxillopoda,Sessilia,Sessilia,Sessilia,Coronula_diadema,AB723910.1.1818,100
18Sv9_89,ESV_009735,Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Symbiodinium,,EF526867.1.1579,100
18Sv9_89,ESV_009735,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales_Group_I,Syndiniales_Group_I,,DQ103803.1.1794,100
18Sv9_89,ESV_008013,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales_Group_II,Syndiniales_Group_II,,KJ760743.1.1799,100
18Sv9_89,ESV_008013,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales_Group_II,Syndiniales_Group_II,,JF791056.1.1777,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,LT904867.4627820.4629341,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,LT883153.4573873.4575394,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,LT615376.3423746.3425267,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,LT615374.4032011.4033532,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,LT615372.3938327.3939848,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,LT615372.2725933.2727454,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,LT615371.223946.225467,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,LT594504.4373860.4375381,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,LS483455.4238312.4239841,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,HG738867.4094103.4095644,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,FN649414.4630552.4632073,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP027352.3517685.3519206,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP027352.3136555.3138076,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP027325.2108835.2110356,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Shigella_dysenteriae,CP026777.1537383.1538904,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP026585.5167594.5169143,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP026202.1695358.1696911,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP025048.3708532.3710085,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP024874.4568815.4570364,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP024874.3874793.3876342,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP024826.346471.348024,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP024801.3757909.3759462,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Shigella_flexneri,CP024473.1338421.1339942,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP024293.1614188.1615709,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP024240.4069508.4071029,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP024223.1749299.1750820,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP023502.5238691.5240240,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Shigella_sonnei,CP021144.3270218.3271773,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP019179.4695872.4697427,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP018337.5107741.5109294,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP017720.4424715.4426270,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia_enterocolitica,CP016935.4284451.4285999,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP016754.3624193.3625734,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP015924.1224168.1225721,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus_mirabilis,CP015347.339036.340589,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP015244.3701152.3702707,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP015134.7028.8581,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP014981.4797691.4799244,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP014981.3750505.3752060,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP014971.4515873.4517426,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014762.160122.161675,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP014657.3674003.3675558,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014294.5103556.5105109,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014294.5058429.5059982,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014294.4684585.4686138,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014294.4312290.4313843,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Klebsiella_quasipneumoniae,CP014154.4379805.4381358,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014123.4886792.4888341,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014123.4134472.4136021,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014123.374676.376225,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014008.252365.253918,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP014004.4881510.4883063,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP013711.1115087.1116640,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP013702.3573679.3575220,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013663.3989880.3991435,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013663.3239987.3241542,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013658.4393587.4395142,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013658.3461843.3463398,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013658.3347348.3348903,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013658.2769258.2770813,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013483.1649741.1651296,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP013322.3508039.3509592,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013190.3812468.3813997,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013112.3891257.3892812,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP013097.3960957.3962510,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP013097.3442512.3444067,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013048.3965024.3966579,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013031.979090.980645,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013031.147193.148748,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP013025.3583169.3584724,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP012992.2106497.2108050,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP012985.4496206.4497747,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP012930.4326684.4328237,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP012930.2760878.2762433,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP012924.4349540.4351095,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP012924.4069380.4070935,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP012883.3598941.3600494,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP012883.3217498.3219051,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP012883.2695376.2696929,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella_pneumoniae,CP012883.2595983.2597536,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP012870.698294.699849,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP012870.4416366.4417921,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP012870.431955.433510,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP012870.1910497.1912052,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP012870.1212892.1214447,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP009565.2468113.2469654,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP007273.3970483.3972038,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia_pestis,CP006762.1774997.1776525,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia_pestis,CP006751.2210384.2211914,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,CP003278.3572989.3574518,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP003109.4531215.4532768,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP002967.4427788.4429341,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP002729.226603.228132,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,CP002167.3944737.3946290,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,AP011957.4205244.4206795,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,AM946981.3942338.3943879,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,AM933173.4244738.4246279,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,AM933172.3452074.3453625,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella_enterica,AM933172.294191.295742,100
18Sv9_89,ESV_004235,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,Escherichia_coli,AB035922.979.2520,100
18Sv9_89,ESV_003600,Eukaryota,Tunicata,Appendicularia,Copelata,Oikopleuridae,Oikopleuridae,,KJ763355.1.1815,100
18Sv9_89,ESV_003426,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,,JN874328.1.1484,100
18Sv9_89,ESV_003426,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,,JN874312.1.1469,100
18Sv9_89,ESV_003426,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,NS9_marine_group,,DQ372845.1.1485,100
18Sv9_89,ESV_003426,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,,CEQX01027120.3.1509,100
18Sv9_89,ESV_003426,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,,,AACY020296943.1608.3099,100
18Sv9_89,ESV_003178,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales_Group_I,Syndiniales_Group_I,,KJ762536.1.1781,100
18Sv9_89,ESV_003073,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Blastopirellula,,KR857590.1.1515,100
18Sv9_89,ESV_003073,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula_maiorica,ANOG01000095.194.1720,100
18Sv9_89,ESV_003011,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales_Group_I,Syndiniales_Group_I,,KF031747.1.1743,100
18Sv9_89,ESV_001211,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales_Group_I,Syndiniales_Group_I,,KJ762874.1.1784,100
18Sv9_89,ESV_001211,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales_Group_I,Syndiniales_Group_I,,KF031708.1.1743,100
18Sv9_89,ESV_001211,Eukaryota,Protalveolata,Syndiniales,Syndiniales,Syndiniales_Group_I,Syndiniales_Group_I,,JF791098.1.1777,100
