TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
UniCOI,ESV_195067,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.3
UniCOI,ESV_195045,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,79.9
UniCOI,ESV_151857,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.7
UniCOI,ESV_195005,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,80.5
UniCOI,ESV_194482,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84
UniCOI,ESV_194476,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.3
UniCOI,ESV_038818,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.3
UniCOI,ESV_194458,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,94.9
UniCOI,ESV_194395,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.9
UniCOI,ESV_194394,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.6
UniCOI,ESV_194390,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.6
UniCOI,ESV_194386,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.6
UniCOI,ESV_194296,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.3
UniCOI,ESV_194287,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,79.6
UniCOI,ESV_194276,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.6
UniCOI,ESV_160436,Eukaryota,Haptophyta,unk_class,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis pouchetii,AB000120,84.6
UniCOI,ESV_158490,Eukaryota,unk_phylum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum micans,AB000134,90.5
UniCOI,ESV_195654,Eukaryota,unk_phylum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum micans,AB000134,90.8
UniCOI,ESV_195653,Eukaryota,unk_phylum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum micans,AB000134,90.2
UniCOI,ESV_195181,Eukaryota,unk_phylum,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum micans,AB000134,90.2
UniCOI,ESV_021088,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Botrydiopsidaceae,Botrydiopsis,Botrydiopsis alpina,AB000203,80.5
UniCOI,ESV_025252,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Botrydiopsidaceae,Botrydiopsis,Botrydiopsis alpina,AB000203,78.9
UniCOI,ESV_021259,Eukaryota,unk_phylum,Eustigmatophyceae,Eustigmatales,Chlorobotryaceae,Vischeria,Vischeria magna,AB000205,79.6
UniCOI,ESV_194376,Eukaryota,unk_phylum,Eustigmatophyceae,Eustigmatales,Chlorobotryaceae,Vischeria,Vischeria magna,AB000205,79.2
UniCOI,ESV_195512,Eukaryota,unk_phylum,Eustigmatophyceae,Eustigmatales,Chlorobotryaceae,Vischeria,Vischeria magna,AB000205,80.8
UniCOI,ESV_195267,Eukaryota,unk_phylum,Eustigmatophyceae,Eustigmatales,Chlorobotryaceae,Vischeria,Vischeria magna,AB000205,79.2
UniCOI,ESV_195017,Eukaryota,unk_phylum,Eustigmatophyceae,Eustigmatales,Chlorobotryaceae,Vischeria,Vischeria magna,AB000205,79.2
UniCOI,ESV_194993,Eukaryota,unk_phylum,Eustigmatophyceae,Eustigmatales,Chlorobotryaceae,Vischeria,Vischeria magna,AB000205,72.3
UniCOI,ESV_194624,Eukaryota,unk_phylum,Eustigmatophyceae,Eustigmatales,Chlorobotryaceae,Vischeria,Vischeria magna,AB000205,81.8
UniCOI,ESV_194257,Eukaryota,unk_phylum,Xanthophyceae,Tribonematales,Heteropediaceae,Heterococcus,Heterococcus caespitosus,AB000206,71.6
UniCOI,ESV_066534,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,80.2
UniCOI,ESV_195578,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,76.7
UniCOI,ESV_195215,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,81.2
UniCOI,ESV_021719,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,79.6
UniCOI,ESV_023306,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,85
UniCOI,ESV_022116,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,79.9
UniCOI,ESV_195353,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,71.6
UniCOI,ESV_194934,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,79.9
UniCOI,ESV_195143,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,79.9
UniCOI,ESV_195022,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,81.2
UniCOI,ESV_195018,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,79.9
UniCOI,ESV_195012,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,81.5
UniCOI,ESV_021128,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,84.7
UniCOI,ESV_028829,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,84
UniCOI,ESV_194436,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,80.8
UniCOI,ESV_073048,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Pleurochloridaceae,Monodus,Monodus sp. CCMP505,AB000207,80.8
UniCOI,ESV_022545,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Ophiocytiaceae,Ophiocytium,Ophiocytium majus,AB000210,79.2
UniCOI,ESV_194624,Eukaryota,unk_phylum,Xanthophyceae,Mischococcales,Ophiocytiaceae,Ophiocytium,Ophiocytium majus,AB000210,82.1
UniCOI,ESV_195042,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira ambiqua,AB009418,79.6
UniCOI,ESV_194972,Eukaryota,Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles geoffroyi,AB016730,80.2
UniCOI,ESV_020763,Eukaryota,Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles geoffroyi,AB016730,80.5
UniCOI,ESV_043236,Eukaryota,Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles geoffroyi,AB016730,80.5
UniCOI,ESV_194370,Eukaryota,Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles geoffroyi,AB016730,81.5
UniCOI,ESV_056186,Eukaryota,Chordata,Mammalia,Primates,Atelidae,Ateles,Ateles geoffroyi,AB016730,81.8
UniCOI,ESV_194542,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,AB020222,89.8
UniCOI,ESV_194258,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,AB020222,87.5
UniCOI,ESV_195657,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,AB020222,93.9
UniCOI,ESV_195184,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,AB020222,87.2
UniCOI,ESV_195053,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,AB020222,93.6
UniCOI,ESV_194963,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,AB020222,91.4
UniCOI,ESV_194546,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca closterium,AB020222,89.5
UniCOI,ESV_195354,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,AB020223,85.3
UniCOI,ESV_195394,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,AB020223,85
UniCOI,ESV_195392,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,AB020223,85
UniCOI,ESV_195090,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii,AB020223,85.3
UniCOI,ESV_194930,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,AB020226,87.2
UniCOI,ESV_194346,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia setigera,AB020226,81.8
UniCOI,ESV_195354,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,AB020228,85.6
UniCOI,ESV_195476,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,AB020228,89.5
UniCOI,ESV_195394,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,AB020228,85.3
UniCOI,ESV_195392,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,AB020228,85.3
UniCOI,ESV_194846,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,AB020228,83.1
UniCOI,ESV_194385,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,AB020228,82.1
UniCOI,ESV_194948,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,AB020228,81.8
UniCOI,ESV_195454,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,Neocalanus tonsus,AB093146,80.4
UniCOI,ESV_194517,Eukaryota,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Eusmilia,Eusmilia fastigiata,AB117294,73.5
UniCOI,ESV_194517,Eukaryota,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Meandrina,Meandrina meandrites,AB117296,73.2
UniCOI,ESV_194517,Eukaryota,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dichocoenia,Dichocoenia stokesii,AB117298,73.5
UniCOI,ESV_194517,Eukaryota,Cnidaria,Anthozoa,Scleractinia,Meandrinidae,Dendrogyra,Dendrogyra cylindrus,AB117299,73.5
UniCOI,ESV_021841,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.8
UniCOI,ESV_195683,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,82
UniCOI,ESV_195605,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,97.2
UniCOI,ESV_194445,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_022047,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,98.4
UniCOI,ESV_021801,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,88
UniCOI,ESV_021709,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,97.2
UniCOI,ESV_194461,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_195523,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_195377,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_195345,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.2
UniCOI,ESV_195344,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_195342,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.8
UniCOI,ESV_195339,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.2
UniCOI,ESV_195328,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.2
UniCOI,ESV_195325,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,88.3
UniCOI,ESV_195324,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,87.7
UniCOI,ESV_195323,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,87.7
UniCOI,ESV_195319,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,87.7
UniCOI,ESV_195313,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.2
UniCOI,ESV_195308,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194350,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,87.7
UniCOI,ESV_195064,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,87.7
UniCOI,ESV_027416,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194888,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194803,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194788,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194760,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194769,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194767,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_030650,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,97.2
UniCOI,ESV_194451,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194444,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194443,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_194434,Eukaryota,unk_phylum,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium willei,AB232671,96.5
UniCOI,ESV_195863,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_195860,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,98.4
UniCOI,ESV_195858,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,98.4
UniCOI,ESV_195855,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,98.7
UniCOI,ESV_194367,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_194366,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_194365,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_021841,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.5
UniCOI,ESV_158490,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,90.8
UniCOI,ESV_195654,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,91.1
UniCOI,ESV_195653,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,90.5
UniCOI,ESV_195683,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,82
UniCOI,ESV_195605,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.2
UniCOI,ESV_195597,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_194445,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.2
UniCOI,ESV_022047,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_021801,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,88
UniCOI,ESV_021709,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.8
UniCOI,ESV_194461,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.2
UniCOI,ESV_195523,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.2
UniCOI,ESV_195493,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,88.3
UniCOI,ESV_195404,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_195402,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_195377,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.2
UniCOI,ESV_195372,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_195345,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,96.8
UniCOI,ESV_195344,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.2
UniCOI,ESV_195342,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,96.8
UniCOI,ESV_195339,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,96.8
UniCOI,ESV_195330,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_195329,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_195328,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,96.8
UniCOI,ESV_195325,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,88.3
UniCOI,ESV_195324,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,87.7
UniCOI,ESV_195323,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,87.7
UniCOI,ESV_195319,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,87.7
UniCOI,ESV_195313,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,96.8
UniCOI,ESV_195308,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.2
UniCOI,ESV_194896,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_194350,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,87.7
UniCOI,ESV_028936,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,98.1
UniCOI,ESV_195291,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_195181,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,90.5
UniCOI,ESV_195082,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
UniCOI,ESV_195064,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,87.7
UniCOI,ESV_027416,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,97.2
UniCOI,ESV_195011,Eukaryota,unk_phylum,Dinophyceae,Gonyaulacales,Pyrocystaceae,Alexandrium,Alexandrium tamiyavanichii,AB290121,99.1
